genres,movie_id,original_title,plot,cast
['Family'],272726,Dude Where's My Dog?,"Left home alone with his dog Harry, young Ray finds himself in a bit of trouble when Harry gets loose in the suspicious neighbor's house and accidentally knocks over a top-secret invisibility potion! Now, with crooks and the FBI on his tail, Ray needs to find his invisible mischievous mutt before they do - and get Harry back before his parents get home!","['Gabriela Castillo', 'Trish Cook', 'Alexander G. Eckert']"
"['Comedy', 'Romance']",248774,Obvious Child,"An immature, newly unemployed comic must navigate the murky waters of adulthood after her fling with a graduate student results in an unplanned pregnancy.","['Jenny Slate', 'Jake Lacy', 'Gaby Hoffmann']"
"['Crime', 'Comedy', 'Action']",187017,22 Jump Street,"After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college. But when Jenko meets a kindred spirit on the football team, and Schmidt infiltrates the bohemian art major scene, they begin to question their partnership. Now they don't have to just crack the case - they have to figure out if they can have a mature relationship. If these two overgrown adolescents can grow from freshmen into real men, college might be the best thing that ever happened to them.","['Jonah Hill', 'Channing Tatum', 'Dave Franco']"
"['Music', 'Drama']",209451,Jersey Boys,"From director Clint Eastwood comes the big-screen version of the Tony Award-winning musical Jersey Boys. The film tells the story of four young men from the wrong side of the tracks in New Jersey who came together to form the iconic 1960s rock group The Four Seasons. The story of their trials and triumphs are accompanied by the songs that influenced a generation, including “Sherry,” “Big Girls Don’t Cry,” “Walk Like a Man,” “Rag Doll,” and many more.","['Christopher Walken', 'Vincent Piazza', 'Freya Tingley']"
['Drama'],85350,Boyhood,"The film tells a story of a divorced couple trying to raise their young son. The story follows the boy for twelve years, from first grade at age 6 through 12th grade at age 17-18, and examines his relationship with his parents as he grows.","['Ellar Coltrane', 'Patricia Arquette', 'Ethan Hawke']"
['Western'],272724,Doc Holliday's Revenge,"In 1882, Joseph and Elizabeth Cooley head West to reunite with family she never knew. But when she, Joseph, and her older brother, Millard, are stranded in a logging camp just outside Tucson a wounded Indian stumbles into their camp and they must defend him against Doc Holliday, his would-be killer. Elizabeth considers Doc a stone-cold killer -- but may find, during the course of their tense stand-off, that this courtly, ailing man has a surprisingly well-honed sense of justice, frontier-style...","['Tom Berenger', 'Ashley Hayes', 'Eric Roberts']"
"['Fantasy', 'Adventure', 'Action']",102651,Maleficent,"The untold story of Disney's most iconic villain from the 1959 classic 'Sleeping Beauty'. A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom - and to Maleficent's true happiness as well.","['Angelina Jolie', 'Elle Fanning', 'Sharlto Copley']"
"['Action', 'Science Fiction']",137113,Edge of Tomorrow,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.","['Tom Cruise', 'Emily Blunt', 'Brendan Gleeson']"
"['Action', 'Comedy', 'Crime']",256092,Drive Hard,A former race car driver is abducted by a mysterious thief and forced to be the wheel-man for a crime that puts them both in the sights of the cops and the mob.,"['Thomas Jane', 'John Cusack', 'Zoe Ventoura']"
"['Comedy', 'Western']",188161,A Million Ways to Die in the West,"As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his new-found courage to the test when her husband, a notorious gun-slinger, announces his arrival.","['Seth MacFarlane', 'Charlize Theron', 'Liam Neeson']"
['Comedy'],232672,Blended,"After a bad blind date, a man and woman find themselves stuck together at a resort for families, where their attractions grows as their respective kids benefit from the burgeoning relationship.","['Drew Barrymore', 'Adam Sandler', 'Wendi McLendon-Covey']"
"['Adventure', 'Family', 'Fantasy']",257932,Dragon Nest: Warriors' Dawn,"The land of Altera has observed an uneasy peace for years among Humans, Elves and Evil beasts who are loyal to the legendary Black Dragon. But the Black Dragon begins to stir from its hibernation, sending the Beasts marching across Altera. With a beast conquest perilously close, a small group of Humans and Elves unite to try to find a secret hidden road to the Black Dragon's cave and destroy it. But the fate of all of them may be in the hands of the young warrior Lambert, who must summon the confidence and skill to face the Black Dragon himself just when all may be lost.","['Carrie-Anne Moss', 'Lucas Grabeel', 'Blythe Auffarth']"
"['Western', 'Drama']",264656,The Homesman,"When three women living on the edge of the American frontier are driven mad by harsh pioneer life, the task of saving them falls to the pious, independent-minded Mary Bee Cuddy. Transporting the women by covered wagon to Iowa, she soon realizes just how daunting the journey will be, and employs a low-life drifter, George Briggs, to join her. The unlikely pair and the three women head east, where a waiting minister and his wife have offered to take the women in. But the group first must traverse the harsh Nebraska Territories marked by stark beauty, psychological peril and constant threat.","['Hilary Swank', 'Tommy Lee Jones', 'Grace Gummer']"
"['Romance', 'Drama']",222935,The Fault in Our Stars,"Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a patient named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.","['Shailene Woodley', 'Ansel Elgort', 'Nat Wolff']"
['Drama'],259943,归来,Lu and Feng are a devoted couple forced to separate when Lu is arrested and sent to a labor camp as a political prisoner during the Cultural Revolution. He finally returns home only to find that his beloved wife no longer remembers him.,"['Gong Li', 'Chen Dao-Ming', 'Guo Tao']"
"['Drama', 'Crime', 'Thriller']",266034,La chambre bleue,"A man and a woman, secretly in love, alone in a room. They desire each other, want each other, and even bite each other. In the afterglow, they share a few sweet nothings. At least the man seemed to believe they were nothing. Now under investigation by the police and the courts, what is he accused of?","['Mathieu Amalric', 'Léa Drucker', 'Stéphanie Cléau']"
"['Action', 'Adventure', 'Fantasy']",127585,X-Men: Days of Future Past,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,"['Hugh Jackman', 'James McAvoy', 'Michael Fassbender']"
['Drama'],253253,Animals,"ANIMALS tells the story of Jude and Bobbie: a young couple that exist somewhere between homelessness and the fantasy of their imaginations. Though they masterfully con and steal in an attempt to stay one step ahead of their addiction, they are ultimately forced to face the reality of their situation when one of them gets hospitalized.","['David Dastmalchian', 'Kim Shaw', 'John Heard']"
"['Romance', 'Drama']",215211,Grace of Monaco,"The story of former Hollywood star Grace Kelly's crisis of marriage and identity, during a political dispute between Monaco's Prince Rainier III and France's Charles De Gaulle, and a looming French invasion of Monaco in the early 1960s.","['Nicole Kidman', 'Milo Ventimiglia', 'Paz Vega']"
['Drama'],198185,Million Dollar Arm,"In a last-ditch effort to save his career, sports agent JB Bernstein (Jon Hamm) dreams up a wild game plan to find Major League Baseball’s next great pitcher from a pool of cricket players in India. He soon discovers two young men who can throw a fastball but know nothing about the game of baseball. Or America. It’s an incredible and touching journey that will change them all — especially JB, who learns valuable lessons about teamwork, commitment and family.","['Jon Hamm', 'Bill Paxton', 'Lake Bell']"
['Drama'],192132,Palo Alto,"Palo Alto weaves together three stories of teenage lust, boredom, and self-destruction: shy, sensitive April, torn between an illicit flirtation with her soccer coach and an unrequited crush on sweet stoner Teddy; Emily, who offers sexual favors to any boy to cross her path; and the increasingly dangerous exploits of Teddy and his best friend Fred, whose behavior may or may not be sociopathic.","['Emma Roberts', 'Jack Kilmer', 'Nat Wolff']"
['Comedy'],195589,Neighbors,A couple with a newborn baby face unexpected difficulties after they are forced to live next to a fraternity house.,"['Seth Rogen', 'Zac Efron', 'Rose Byrne']"
"['Crime', 'Drama']",263503,Water & Power,"Twin brothers nicknamed ""Water"" and ""Power"" from the hard scrabble Eastside streets of Los Angeles rise like prince's through the city's political and police ranks to become players in a complex and dangerous web of the powerful and corrupt of Los Angeles.","['Enrique Murciano', 'Nicholas Gonzalez', 'Clancy Brown']"
[],294550,The Outrageous Sophie Tucker,"The rags to riches story of Sophie Tucker, an iconic superstar who ruled the worlds of vaudeville, Broadway, radio, television, and Hollywood throughout the 20th century. Before Beyoncé, Lady Gaga, Madonna, Bette Midler, Marilyn Monroe, and Mae West, Sophie Tucker was the first woman to infatuate her audiences with a bold, bawdy and brassy style unlike any other. Using all of ""The Last of the Red Hot Mamas"" 400-plus recently rediscovered personal scrapbooks, authors Susan and Lloyd Ecker take you on their seven-year journey retracing Tucker's sixty-year career in show business.`",[]
['Drama'],227975,Praia do Futuro,"Donato fails in his attempt to save a drowning man, and meets one of the man's friends. He decides to start his life over, but pieces of his past keep coming after him.","['Wagner Moura', 'Clemens Schick', 'Jesuíta Barbosa']"
"['Drama', 'Action', 'Comedy']",208869,Plastic,"Sam &amp; Fordy run a credit card fraud scheme, but when they steal from the wrong man, they find themselves threatened by sadistic gangster. They need to raise £5m and pull off a daring diamond heist to clear their debt.","['Ed Speleers', 'Will Poulter', 'Alfie Allen']"
['Comedy'],250349,Barbecue,"On his 50th birthday, a man who's been watching his weight, health and temper all his life suffers a heart attack. He's been doing everything he was told he should do and it still didn't help. He decides to turn the page and let loose.","['Lambert Wilson', 'Franck Dubosc', 'Florence Foresti']"
['Documentary'],292539,Food Chains,,[]
"['Crime', 'Thriller']",188166,Blue Ruin,The quiet life of a beach bum is upended by dreadful news. He sets off for his childhood home to carry out an act of vengeance but proves an inept assassin and finds himself in a brutal fight to protect his estranged family.,"['Macon Blair', 'Devin Ratray', 'Amy Hargreaves']"
"['Action', 'Crime', 'Drama']",254473,Brick Mansions,"In a dystopian Detroit, grand houses that once housed the wealthy are now homes of the city's most-dangerous criminals. Surrounding the area is a giant wall to keep the rest of Detroit safe. For undercover cop Damien Collier, every day is a battle against corruption as he struggles to bring his father's killer, Tremaine, to justice. Meanwhile, Damien and an ex-con named Lino work together to save the city from a plot to destroy it.","['Paul Walker', 'David Belle', 'RZA']"
"['Action', 'Drama', 'Thriller']",256687,Swelter,"Ten years after their casino heist, four escaped convicts trace their former partner to a desert town, where he is now a lawman with no memory of his criminal past.","['Jean-Claude Van Damme', 'Brad Carter', 'Josh Henderson']"
"['Drama', 'Mystery', 'Thriller']",271185,Ask Me Anything,"Beautiful, wild, funny, and lost, Katie Kampenfelt takes a year off before college to find herself, all the while chronicling her adventures in an anonymous blog into which she pours her innermost secrets. Eventually, Katie's fearless narrative begins to crack, and dark pieces of her past emerge.","['Britt Robertson', 'Christian Slater', 'Justin Long']"
"['Comedy', 'Horror']",184345,A Haunted House 2,"Having exorcised the demons of his ex, Malcolm is starting fresh with his new girlfriend and her two children. After moving into their dream home, however, Malcolm is once again plagued by bizarre paranormal events.","['Marlon Wayans', 'Jaime Pressly', 'Essence Atkins']"
"['Action', 'Adventure', 'Fantasy']",102382,The Amazing Spider-Man 2,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.","['Andrew Garfield', 'Emma Stone', 'Jamie Foxx']"
"['Thriller', 'Science Fiction', 'Drama']",157353,Transcendence,"Two leading computer scientists work toward their goal of Technological Singularity,  as a radical anti-technology organization fights to prevent them from creating a world where computers can transcend the abilities of the human brain.","['Johnny Depp', 'Paul Bettany', 'Rebecca Hall']"
"['Comedy', 'Romance']",193610,The Other Woman,"After discovering her boyfriend is married, Carly soon meets the wife he's been cheating on. And when yet another affair is discovered, all three women team up to plot mutual revenge on the three-timing SOB.","['Cameron Diaz', 'Leslie Mann', 'Kate Upton']"
['Drama'],236751,Heaven is for Real,"Heaven is for Real recounts the true story of a small-town father who must find the courage and conviction to share his son's extraordinary, life-changing experience with the world. Four-year-old Colton shares the details of his amazing journey with childlike innocence and speaks matter-of-factly about things that happened before his birth... things he couldn't possibly know.","['Greg Kinnear', 'Kelly Reilly', 'Connor Corum']"
['Drama'],248402,A Fine Step,"A Fine Step is an uplifting family drama centering on Cal Masterson (Luke Perry, Beverly Hills 90210) an award winning horseman whose relationship with his beloved horse Fandango allows him to achieve multiple championship wins. However tragedy strikes when Cal and Fandango are involved in a serious accident, ending Cal's horse riding days forever. Cal's devastation is slowly overcome when his new neighbour, 14 year old Claire Mason (Anna Claire Sneed, Glee) takes an interest in Fandango and convinces him that Fandango's competing days might not be over.","['Luke Perry', 'Anna Claire Sneed', 'Leonor Varela']"
[],198370,Mutual Friends,"Surprise parties rarely go well. This one is no different, as a group of 30-somethings head through life, love and a day in New York City.","['Caitlin Fitzgerald', 'Cheyenne Jackson', 'Peter Scanavino']"
['Drama'],200505,Draft Day,"At the NFL Draft, general manager Sonny Weaver has the opportunity to rebuild his team when he trades for the number one pick. He must decide what he's willing to sacrifice on a life-changing day for a few hundred young men with NFL dreams.","['Kevin Costner', 'Jennifer Garner', 'Tom Welling']"
['Drama'],157847,Joe,The rough-hewn boss of a lumber crew courts trouble when he steps in to protect the youngest member of his team from an abusive father.,"['Nicolas Cage', 'Tye Sheridan', 'Ronnie Gene Blevins']"
"['Thriller', 'Drama', 'Science Fiction']",326576,Dawn of the Crescent Moon,"A group of college students travel to a small Texas town to research the Legend of Blood Lake, an obscure folktale forged by events surrounding the horrible massacre of a Comanche village.","['Barry Corbin', 'Brooke Coleman', 'Kurt Cole']"
"['Mystery', 'Thriller']",260947,Something Wicked,"A young couple embark upon their honeymoon against the chilling landscapes of the Pacific Northwest. But when tragedy strikes, gruesome secrets from their past collide with sinister forces of the present...","['Shantel VanSanten', 'John Robinson', 'James Patrick Stuart']"
"['Horror', 'Drama', 'Thriller']",250184,Locker 13,"The story of Skip, a young ex-convict who takes a position as a night janitor at an old-west theme park. His supervisor Archie, teaches him the ropes, but more importantly attempts to convey critical philosophical messages through a series of four stories: a down and out boxer is given the opportunity to become a real golden gloves killer; an assassin kidnaps three people in order to find out who hired him for his latest hit; a new recruit is initiated into a lodge of fez-wearing businessmen where hazing can take a malevolent turn; and a member of a suicide club introduces real fear into a man about to jump to his death.","['Ricky Schroder', 'Jon Gries', 'Tatyana Ali']"
"['Action', 'Drama', 'Thriller']",144336,Sabotage,"In ""Sabotage"", Arnold Schwarzenegger leads an elite DEA task force that takes on the world's deadliest drug cartels. When the team successfully executes a high-stakes raid on a cartel safe house, they think their work is done - until, one-by-one, the team members mysteriously start to be eliminated. As the body count rises, everyone is a suspect.","['Arnold Schwarzenegger', 'Sam Worthington', 'Mireille Enos']"
['Comedy'],252680,Moms' Night Out,"Yearning for an evening without their kids, some friends plan a night out. But to do this, their husbands need to watch the kids. What can go wrong?","['Sarah Drew', 'Sean Astin', 'Patricia Heaton']"
"['Action', 'Adventure', 'Science Fiction']",100402,Captain America: The Winter Soldier,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.","['Chris Evans', 'Samuel L. Jackson', 'Scarlett Johansson']"
"['Drama', 'Adventure']",86834,Noah,A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.,"['Russell Crowe', 'Jennifer Connelly', 'Emma Watson']"
"['Comedy', 'Adventure', 'Crime']",145220,Muppets Most Wanted,"While on a grand world tour, The Muppets find themselves wrapped into an European jewel-heist caper headed by a Kermit the Frog look-alike and his dastardly sidekick.","['Ricky Gervais', 'Ty Burrell', 'Tina Fey']"
"['Animation', 'Adventure', 'Comedy']",172385,Rio 2,"It's a jungle out there for Blu, Jewel and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets the most fearsome adversary of all: his father-in-law.","['Jesse Eisenberg', 'Anne Hathaway', 'Leslie Mann']"
"['Thriller', 'Science Fiction']",242095,The Signal,"Three college students on a road trip across the Southwest experience a detour – the tracking of a computer genius who has already hacked into MIT and exposed security faults. When the trio find themselves drawn to an eerily isolated area, suddenly everything goes dark. When one of the students regains consciousness, he finds himself in a waking nightmare.","['Brenton Thwaites', 'Olivia Cooke', 'Beau Knapp']"
"['Adventure', 'Action', 'Science Fiction']",157350,Divergent,"In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.","['Shailene Woodley', 'Theo James', 'Kate Winslet']"
"['Thriller', 'Science Fiction', 'Drama']",97370,Under the Skin,"Jonathan Glazer's atmospheric, visually arresting abstraction stars Scarlett Johansson as a seductive alien who prowls the streets of Glasgow in search of prey: unsuspecting men who fall under her spell, only to be consumed by a strange liquid pool.","['Scarlett Johansson', 'Kryštof Hádek', 'Paul Brannigan']"
"['Action', 'Crime', 'Drama']",136797,Need for Speed,"The film revolves around a local street-racer who partners with a rich and arrogant business associate, only to find himself framed by his colleague and sent to prison. After he gets out, he joins a New York-to-Los Angeles race to get revenge. But when the ex-partner learns of the scheme, he puts a massive bounty on the racer's head, forcing him to run a cross-country gauntlet of illegal racers in all manner of supercharged vehicles.","['Aaron Paul', 'Dominic Cooper', 'Imogen Poots']"
"['Action', 'Thriller']",242166,Red Sky,"Disgraced Top Gun fighter pilot Butch Masters leads a rogue squad in recovery of a WMD. Masters must navigate a fractured friendship, a love triangle, and must take to the skies to reclaim his military and personal honor.","['Cam Gigandet', 'Rachael Leigh Cook', 'Shane West']"
['Documentary'],253290,Butterfly Girl,"Abbie came of age in honky tonks, defying her life threatening disease, but all the while longing for an identity of her own. Now that she is 18, how much is she willing to sacrifice for her independence?",[]
['Documentary'],253261,Born to Fly: Elizabeth Streb vs. Gravity,"Born to Fly pushes the boundaries between action and art, daring us to join choreographer Elizabeth Streb and her dancers in pursuit of human flight.","['Elizabeth Streb', 'Fabio Tavares', 'Sarah Callan']"
"['Horror', 'Comedy']",189711,Love in the Time of Monsters,Two sisters travel to a cheesy tourist trap where they battle toxic monsters dressed in bigfoot costumes in order to save the ones they love.,"['Kane Hodder', 'Doug Jones', 'Gena Shaw']"
"['Comedy', 'Family', 'Romance']",268171,Elsa & Fred,"Aged, embittered widower, Fred learns to enjoy life thanks to his elderly yet vibrant neighbor, Elsa. Upon learning Elsa is terminally ill, Fred takes her to the Fontana di Trevi in Rome in order to reenact her favorite scene from ‘La Dolce Vita’.","['Shirley MacLaine', 'Christopher Plummer', 'Chris Noth']"
"['Action', 'War']",53182,300: Rise of an Empire,"Based on Frank Miller's latest graphic novel Xerxes and told in the breathtaking visual style of the blockbuster ""300,"" this new chapter of the epic saga takes the action to a fresh battlefield--on the sea--as Greek general Themistokles attempts to unite all of Greece by leading the charge that will change the course of the war. ""300: Rise of an Empire"" pits Themistokles against the massive invading Persian forces led by mortal-turned-god Xerxes and Artemesia, the vengeful commander of the Persian navy.","['Sullivan Stapleton', 'Eva Green', 'Lena Headey']"
"['Action', 'Drama', 'Thriller']",256740,Wicked Blood,"Hannah and Amber Baker are trapped in a dark Southern underworld of violence, drugs and bikers. Both live in fear of their ""Uncle Frank"" Stinson, the ruthless leader of a crime organization.","['Abigail Breslin', 'James Purefoy', 'Sean Bean']"
['Drama'],235260,Son of God,"The life story of Jesus is told from his humble birth through his teachings, crucifixion and ultimate resurrection.","['Roma Downey', 'Diogo Morgado', 'Louise Delamere']"
"['Romance', 'Adventure', 'Drama']",251979,The Perfect Wave,"“The Perfect Wave” is the true story of Ian McCormack who grew up surfing the waters of New Zealand. Wanting to dive deeper, Ian sets out on a journey with his best friend that will change his life as they chase the perfect wave.","['Scott Eastwood', 'Cheryl Ladd', 'Patrick Lyster']"
"['Comedy', 'Drama']",120467,The Grand Budapest Hotel,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.","['Ralph Fiennes', 'Tony Revolori', 'F. Murray Abraham']"
"['Action', 'Adventure', 'History']",76649,Pompeii,"Set in 79 A.D., POMPEII tells the epic story of Milo, a slave turned invincible gladiator who finds himself in a race against time to save his true love Cassia, the beautiful daughter of a wealthy merchant who has been unwillingly betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts in a torrent of blazing lava, Milo must fight his way out of the arena in order to save his beloved as the once magnificent Pompeii crumbles around him.","['Kit Harington', 'Carrie-Anne Moss', 'Emily Browning']"
"['Action', 'Drama', 'Thriller']",192102,3 Days to Kill,"A dangerous international spy is determined to give up his high stakes life to finally build a closer relationship with his estranged wife and daughter. But first, he must complete one last mission - even if it means juggling the two toughest assignments yet: hunting down the world's most ruthless terrorist and looking after his teenage daughter for the first time in ten years, while his wife is out of town.","['Kevin Costner', 'Amber Heard', 'Hailee Steinfeld']"
"['Comedy', 'Romance']",222899,About Last Night,"A modern reimagining of the classic romantic comedy, this contemporary version closely follows new love for two couples as they journey from the bar to the bedroom and are eventually put to the test in the real world.","['Kevin Hart', 'Michael Ealy', 'Regina Hall']"
"['Drama', 'Fantasy', 'Mystery']",137321,Winter's Tale,"A burglar falls for an heiress as she dies in his arms. When he learns that he has the gift of reincarnation, he sets out to save her.","['Colin Farrell', 'Jessica Brown Findlay', 'Russell Crowe']"
"['Drama', 'Romance']",226857,Endless Love,A privileged girl and a charismatic boy's instant desire sparks a love affair made only more reckless by parents trying to keep them apart.,"['Alex Pettyfer', 'Gabriella Wilde', 'Robert Patrick']"
['Drama'],251321,Aloft,"As we follow a mother and her son, we delve into a past marred by an accident that tears them apart. She will become a renowned artist and healer, and he will grow into his own and a peculiar falconer who bears the marks of a double absence. In the present, a young journalist will bring about an encounter between the two that puts the very meaning of life and art into question, so that we may contemplate the possibility of living life to its fullest, despite the uncertainties littering our paths.","['Jennifer Connelly', 'Mélanie Laurent', 'Cillian Murphy']"
"['Animation', 'Adventure', 'Family']",82703,Mr. Peabody & Sherman,"A young boy and his dog, who happens to have a genius-level IQ, spring into action when their time-travel machine is stolen and moments in history begin to be changed.","['Ty Burrell', 'Max Charles', 'Ariel Winter']"
"['Adventure', 'Animation', 'Comedy']",137106,The Lego Movie,"An ordinary Lego mini-figure, mistakenly thought to be the extraordinary MasterBuilder, is recruited to join a quest to stop an evil Lego tyrant from gluing the universe together.","['Chris Pratt', 'Will Ferrell', 'Elizabeth Banks']"
"['Action', 'Science Fiction']",97020,RoboCop,"In RoboCop, the year is 2028 and multinational conglomerate OmniCorp is at the center of robot technology.  Overseas, their drones have been used by the military for years, but have been forbidden for law enforcement in America.  Now OmniCorp wants to bring their controversial technology to the home front, and they see a golden opportunity to do it.  When Alex Murphy – a loving husband, father and good cop doing his best to stem the tide of crime and corruption in Detroit – is critically injured, OmniCorp sees their chance to build a part-man, part-robot police officer.  OmniCorp envisions a RoboCop in every city and even more billions for their shareholders, but they never counted on one thing: there is still a man inside the machine.","['Joel Kinnaman', 'Gary Oldman', 'Michael Keaton']"
"['Thriller', 'Adventure', 'Mystery']",208763,Viy,"Early 18th century. Cartographer Jonathan Green undertakes a scientific voyage from Europe to the East. Having passed through Transylvania and crossed the Carpathian Mountains, he finds himself in a small village lost in impassible woods. Nothing but chance and heavy fog could bring him to this cursed place. People who live here do not resemble any other people which the traveler saw before that. The villagers, having dug a deep moat to fend themselves from the rest of the world, share a naive belief that they could save themselves from evil, failing to understand that evil has made its nest in their souls and is waiting for an opportunity to gush out upon the world.","['Jason Flemyng', 'Aleksey Chadov', 'Agniya Ditkovskite']"
"['Comedy', 'Romance']",225565,That Awkward Moment,"Best pals Jason and Daniel indulge in casual flings and revel in their carefree, unattached lives. After learning that the marriage of their friend Mikey is over, they gladly welcome him back into their circle. The three young men make a pact to have fun and avoid commitment. However, when all three find themselves involved in serious relationships, they must keep their romances secret from one another.","['Zac Efron', 'Miles Teller', 'Michael B. Jordan']"
"['Action', 'Thriller', 'Mystery']",225574,Non-Stop,"Bill Marks is a burned-out veteran of the Air Marshals service. He views the assignment not as a life-saving duty, but as a desk job in the sky. However, today's flight will be no routine trip. Shortly into the transatlantic journey from New York to London, he receives a series of mysterious text messages ordering him to have the government transfer $150 million into a secret account, or a passenger will die every 20 minutes.","['Liam Neeson', 'Julianne Moore', 'Scoot McNairy']"
"['War', 'Drama', 'History']",152760,The Monuments Men,"Based on the true story of the greatest treasure hunt in history, The Monuments Men is an action drama focusing on seven over-the-hill, out-of-shape museum directors, artists, architects, curators, and art historians who went to the front lines of WWII to rescue the world’s artistic masterpieces from Nazi thieves and return them to their rightful owners.  With the art hidden behind enemy lines, how could these guys hope to succeed?","['Matt Damon', 'Cate Blanchett', 'George Clooney']"
['Animation'],239897,Dwegons,"Family inherits an old house and to their surprise, finds the home filled with wonderful colorful creatures that brings the family together.","['Melissa Leo', 'Maggie Wheeler', 'Joey D. Vieira']"
"['Horror', 'Thriller']",100241,"I, Frankenstein","200 years after his shocking creation, Dr. Frankenstein's creature, Adam, still walks the earth. But when he finds himself in the middle of a war over the fate of humanity, Adam discovers he holds the key that could destroy humankind.","['Aaron Eckhart', 'Yvonne Strahovski', 'Bill Nighy']"
"['Drama', 'Comedy']",242083,Hits,"A talentless teen will do anything to get on TV's ""The Voice."" Meanwhile, her father, a municipal worker, creates an uproar when a video of his rants at City Hall goes viral.","['Meredith Hagner', 'Matt Walsh', 'James Adomian']"
['Drama'],244783,Song One,"Estranged from her family, Franny returns home when an accident leaves her brother comatose. Retracing his life as an aspiring musician, she tracks down his favorite musician, James Forester. Against the backdrop of Brooklyn’s music scene, Franny and James develop an unexpected relationship and face the realities of their lives.","['Anne Hathaway', 'Johnny Flynn', 'Mary Steenburgen']"
['Drama'],244776,The Sleepwalker,"A young couple, Kaia and Andrew, are renovating Kaia's secluded family estate. Their lives are violently interrupted when unexpected guests arrive. The Sleepwalker chronicles the unraveling of the lives of four disparate characters as it transcends genre conventions and narrative contrivance to reveal something much more disturbing.","['Christopher Abbott', 'Brady Corbet', 'Stephanie Ellis']"
"['Drama', 'Comedy']",231576,Wish I Was Here,"Aidan Bloom, a struggling actor, father and husband, is 35 years old and still trying to find a purpose for his life. He and his wife are barely getting by financially and Aidan passes his time by fantasizing about being the great futuristic Space-Knight he'd always dreamed he'd be as a little kid. When his ailing father can no longer afford to pay for private school for his two kids and the only available public school is on its last legs, Aidan reluctantly agrees to attempt to home-school them. Through teaching them about life his way, Aidan gradually discovers some of the parts of himself he couldn't find.","['Zach Braff', 'Kate Hudson', 'Joey King']"
['Drama'],244772,The Skeleton Twins,"Estranged twins Maggie and Milo coincidentally cheat death on the same day, prompting them to reunite and confront the reasons their lives went so wrong. As the twins' reunion reinvigorates them, they realize the key to fixing their lives may just lie in repairing their relationship.","['Kristen Wiig', 'Bill Hader', 'Luke Wilson']"
"['Animation', 'Comedy', 'Family']",227783,The Nut Job,"Surly, a curmudgeon, independent squirrel is banished from his park and forced to survive in the city. Lucky for him, he stumbles on the one thing that may be able to save his life, and the rest of park community, as they gear up for winter - Maury's Nut Store.","['Will Arnett', 'Katherine Heigl', 'Brendan Fraser']"
"['Action', 'Drama', 'Thriller']",137094,Jack Ryan: Shadow Recruit,"Jack Ryan, as a young covert CIA analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack.","['Chris Pine', 'Keira Knightley', 'Kevin Costner']"
